claim_id,assessor_name,claim_type,notification_channel,complexity_score,prior_claims,days_to_report,settled_amount,days_to_settle,leakage_flag
CL005841,A1,health,phone,2,0,4.2,638.53,21.6,0
CL005842,A0,health,phone,3,0,5.8,3598.47,22.7,0
CL005843,A14,travel,online,4,1,19.4,1223.63,31.2,0
CL005844,A16,motor,phone,5,0,10.9,1086.08,37.9,0
CL005845,A7,property,phone,5,1,1.9,979.87,35.3,0
CL005846,A11,health,phone,5,2,8.1,4293.94,35.8,0
CL005847,A4,health,phone,2,1,5.0,948.85,15.3,0
CL005848,A7,motor,online,1,1,9.9,928.44,20.6,0
CL005849,A18,motor,broker,1,0,15.2,1029.0,18.0,0
CL005850,A24,property,online,3,3,2.4,2326.57,26.5,0
CL005851,A5,health,phone,2,1,11.7,2286.45,16.3,0
CL005852,A26,health,phone,1,0,0.7,957.86,11.3,0
CL005853,A20,property,phone,1,0,2.0,625.12,11.8,0
CL005854,A15,motor,phone,1,1,9.2,228.24,17.1,0
CL005855,A10,health,online,4,0,4.7,1023.35,52.0,1
CL005856,A11,travel,phone,3,3,17.9,902.85,55.2,1
CL005857,A28,health,online,3,0,8.8,4487.24,22.3,0
CL005858,A9,motor,phone,2,0,1.6,7229.43,16.7,0
CL005859,A8,motor,online,5,1,16.2,10214.91,55.8,1
CL005860,A2,travel,online,3,0,7.3,507.57,24.9,0
CL005861,A7,motor,phone,4,1,8.9,1170.53,46.1,1
CL005862,A4,motor,broker,1,0,12.6,817.04,18.8,0
CL005863,A11,motor,broker,3,1,21.0,1512.74,63.6,1
CL005864,A23,health,online,5,0,1.8,1260.99,27.6,0
CL005865,A17,property,broker,3,1,16.7,4776.18,30.2,0
CL005866,A3,travel,phone,4,0,2.9,3167.68,24.2,0
CL005867,A11,motor,online,1,0,30.4,2542.83,53.0,1
CL005868,A10,motor,online,5,0,4.3,376.83,27.0,0
CL005869,A15,motor,online,3,0,2.8,4868.84,21.5,0
CL005870,A16,property,online,3,2,2.6,1001.32,19.2,0
CL005871,A12,property,online,5,4,1.3,33700.16,31.2,0
CL005872,A2,motor,online,5,0,25.1,7886.83,34.6,0
CL005873,A22,motor,phone,4,2,9.9,888.87,29.7,0
CL005874,A27,health,broker,4,0,13.1,1250.05,27.3,0
CL005875,A6,property,broker,1,0,11.9,4373.02,13.2,0
CL005876,A9,travel,phone,3,2,6.7,1258.2,27.5,0
CL005877,A19,health,phone,2,0,10.1,2607.82,19.0,0
CL005878,A14,property,phone,2,0,19.2,3509.63,18.8,0
CL005879,A12,property,online,3,0,12.5,3947.13,22.2,0
CL005880,A12,motor,phone,1,0,6.9,1304.35,13.9,0
CL005881,A12,health,phone,4,0,2.6,1946.33,22.2,0
CL005882,A15,property,online,2,0,1.5,629.56,16.6,0
CL005883,A13,travel,online,1,1,26.5,9322.59,16.7,0
CL005884,A0,property,online,1,1,5.4,2328.57,11.3,0
CL005885,A8,motor,online,2,1,8.7,4954.4,31.7,0
CL005886,A22,health,online,5,1,3.6,2368.14,27.6,0
CL005887,A16,property,phone,1,0,25.8,2439.73,17.7,0
CL005888,A22,property,online,1,1,1.4,3299.13,24.3,0
CL005889,A14,motor,online,5,1,7.2,1006.63,33.2,0
CL005890,A8,motor,broker,2,0,2.8,2368.16,17.3,0
CL005891,A18,property,online,1,0,13.4,294.96,39.0,1
CL005892,A2,property,online,1,0,13.6,635.07,28.7,0
CL005893,A0,motor,online,3,1,1.9,1581.76,19.6,0
CL005894,A25,motor,phone,1,1,20.3,8568.49,37.3,1
CL005895,A6,motor,online,4,0,1.3,5293.81,24.0,0
CL005896,A7,health,online,1,0,15.7,493.17,38.7,1
CL005897,A13,motor,phone,4,2,9.3,1664.39,26.6,0
CL005898,A10,health,broker,1,0,15.7,7495.77,21.2,0
CL005899,A8,motor,online,5,0,6.3,6899.66,31.3,0
CL005900,A2,property,online,4,2,2.3,4275.12,23.1,0
CL005901,A4,motor,online,2,2,2.5,2125.01,17.6,0
CL005902,A22,health,online,5,0,16.0,1488.48,31.0,0
CL005903,A19,property,phone,1,1,19.3,838.77,18.4,0
CL005904,A15,property,phone,2,0,16.4,2046.89,44.2,1
CL005905,A14,motor,broker,3,2,8.1,1501.68,30.2,0
CL005906,A28,motor,phone,1,3,32.9,2036.43,30.1,0
CL005907,A11,motor,phone,2,1,1.1,237.75,23.6,0
CL005908,A13,travel,phone,1,3,5.0,834.76,16.0,0
CL005909,A2,health,phone,1,0,12.5,3568.88,16.1,0
CL005910,A29,health,online,4,3,1.6,1330.94,45.1,1
CL005911,A18,motor,online,4,0,7.5,553.29,39.0,0
CL005912,A9,property,phone,3,1,11.3,653.87,30.7,0
CL005913,A26,health,phone,5,1,6.8,2896.89,28.6,0
CL005914,A27,motor,phone,3,5,9.3,4969.09,50.4,1
CL005915,A0,motor,online,5,2,5.3,3681.36,51.8,1
CL005916,A6,motor,online,2,1,4.3,1655.44,41.8,1
CL005917,A8,health,online,1,0,4.8,1024.72,13.1,0
CL005918,A6,property,broker,3,3,2.5,5775.94,46.4,1
CL005919,A25,property,phone,4,0,4.4,2038.93,37.4,0
CL005920,A24,travel,phone,3,1,5.4,5563.42,26.1,0
CL005921,A23,health,online,3,0,7.4,1248.97,44.0,1
CL005922,A13,motor,phone,2,2,14.3,386.97,19.2,0
CL005923,A25,travel,phone,3,0,13.0,3535.87,25.3,0
CL005924,A26,motor,phone,5,0,6.4,6892.67,55.9,1
CL005925,A21,property,online,3,1,2.7,5174.41,21.4,0
CL005926,A9,property,online,2,0,3.5,3388.05,16.3,0
CL005927,A5,health,online,4,2,6.1,1846.39,23.1,0
CL005928,A7,travel,online,1,1,2.6,1840.57,17.4,0
CL005929,A11,travel,phone,1,1,1.6,4466.8,13.7,0
CL005930,A17,motor,phone,2,0,10.2,1516.62,24.0,0
CL005931,A10,health,online,5,1,17.0,1838.51,35.3,0
CL005932,A29,health,broker,5,2,3.4,977.82,28.0,0
CL005933,A21,health,online,4,0,15.2,4537.13,35.3,0
CL005934,A0,property,online,2,0,0.2,8598.45,14.0,0
CL005935,A16,motor,online,3,2,1.4,951.97,19.4,0
CL005936,A9,motor,online,1,0,23.8,2245.54,37.3,1
CL005937,A5,motor,phone,5,1,2.5,4317.13,34.5,0
CL005938,A8,motor,phone,3,2,2.6,2233.74,30.0,0
CL005939,A20,health,phone,2,1,9.8,759.1,20.5,0
CL005940,A13,property,broker,3,0,11.3,1736.77,24.6,0
CL005941,A3,health,phone,2,1,4.6,1066.35,17.3,0
CL005942,A25,motor,broker,2,0,1.7,1675.9,28.9,0
CL005943,A24,travel,phone,4,1,11.5,2861.31,28.7,0
CL005944,A19,motor,phone,2,1,33.1,1310.62,21.7,0
CL005945,A0,property,broker,5,1,7.5,5699.92,53.8,1
CL005946,A17,health,online,4,0,7.1,916.05,53.1,1
CL005947,A14,health,online,5,1,20.2,3028.44,33.8,0
CL005948,A12,travel,online,1,1,13.7,2095.41,24.2,0
CL005949,A26,property,online,4,0,14.6,4599.23,27.8,0
CL005950,A4,motor,online,1,0,12.1,1148.71,13.3,0
CL005951,A3,motor,online,1,1,9.3,1940.12,28.8,0
CL005952,A22,health,phone,5,0,12.2,91.94,39.8,0
CL005953,A14,health,online,2,2,4.2,2169.01,21.1,0
CL005954,A17,property,broker,3,0,6.3,9780.24,24.6,0
CL005955,A6,motor,broker,1,1,6.4,2821.48,15.6,0
CL005956,A14,motor,broker,3,1,15.2,22041.43,35.1,0
CL005957,A7,health,online,5,0,0.8,4267.16,42.6,0
CL005958,A13,health,online,5,0,0.7,5569.84,47.6,1
CL005959,A10,motor,broker,5,0,22.4,2252.3,32.5,0
CL005960,A22,motor,online,2,0,0.2,664.79,21.6,0
CL005961,A26,motor,phone,3,1,28.3,2069.46,45.4,1
CL005962,A15,motor,phone,4,1,3.9,1704.44,25.4,0
CL005963,A6,health,online,2,2,13.7,1188.97,17.9,0
CL005964,A24,property,online,4,1,3.7,1832.01,44.8,1
CL005965,A14,motor,online,4,0,4.6,2787.12,26.9,0
CL005966,A28,travel,broker,3,0,6.8,4028.81,32.1,0
CL005967,A8,motor,online,2,3,0.6,1353.11,36.1,1
CL005968,A25,health,online,5,0,14.5,2838.39,30.0,0
CL005969,A5,motor,broker,4,0,6.4,231.11,24.6,0
CL005970,A16,motor,broker,4,1,10.4,281.76,27.7,0
CL005971,A2,health,phone,1,2,7.9,1522.53,35.1,1
CL005972,A1,motor,phone,5,1,6.8,4546.92,27.9,0
CL005973,A24,motor,online,4,0,2.7,1472.73,45.0,1
CL005974,A17,health,online,1,2,5.9,341.81,18.9,0
CL005975,A0,property,phone,5,1,3.8,1025.33,32.5,0
CL005976,A18,health,online,5,2,6.5,508.66,28.0,0
CL005977,A21,health,phone,2,1,7.0,10830.96,40.8,1
CL005978,A28,property,online,4,1,15.5,2825.34,31.0,0
CL005979,A1,motor,online,4,4,7.4,6842.02,27.2,0
CL005980,A1,health,phone,5,0,24.7,7388.24,41.4,0
CL005981,A7,motor,online,5,1,16.1,5500.77,35.1,0
CL005982,A9,travel,online,4,1,3.9,3077.29,45.0,1
CL005983,A25,motor,broker,3,0,7.6,423.8,21.5,0
CL005984,A26,property,phone,2,1,16.8,869.35,20.2,0
CL005985,A10,health,online,2,0,7.5,392.55,16.5,0
CL005986,A28,motor,phone,3,0,7.8,3677.41,21.5,0
CL005987,A22,travel,online,3,0,15.8,2497.97,24.1,0
CL005988,A14,motor,online,5,1,5.8,5002.99,51.2,1
CL005989,A23,health,phone,1,2,20.1,15711.7,17.1,0
CL005990,A19,motor,phone,4,0,6.0,773.83,24.5,0
CL005991,A7,travel,online,3,3,1.2,4430.1,21.0,0
CL005992,A20,motor,online,1,1,3.6,545.88,26.2,0
CL005993,A1,health,online,3,0,2.4,962.36,28.4,0
CL005994,A29,health,online,5,0,2.5,1875.36,28.6,0
CL005995,A18,property,phone,1,0,4.4,1856.9,15.0,0
CL005996,A15,health,broker,1,0,8.8,520.58,16.7,0
CL005997,A24,motor,phone,2,0,6.3,688.37,16.6,0
CL005998,A5,health,online,3,0,5.7,1249.76,23.4,0
CL005999,A16,travel,phone,4,1,2.6,2474.38,26.6,0
CL006000,A11,travel,broker,5,0,9.3,5775.17,54.6,1
CL006001,A29,motor,online,5,0,5.3,1366.79,33.8,0
CL006002,A29,property,online,3,1,7.3,736.85,21.6,0
CL006003,A2,motor,phone,4,2,5.1,1386.99,36.4,0
CL006004,A12,health,broker,5,3,22.1,1630.04,41.6,0
CL006005,A26,property,phone,1,0,6.7,4735.0,33.9,1
CL006006,A5,travel,online,2,2,15.0,1780.12,24.0,0
CL006007,A11,health,broker,4,0,12.8,3641.49,29.8,0
CL006008,A4,travel,online,1,1,20.2,293.81,15.5,0
CL006009,A8,property,phone,5,2,16.7,3183.59,63.7,1
CL006010,A29,property,phone,3,0,11.8,559.52,22.4,0
CL006011,A9,motor,phone,2,1,35.9,996.98,46.2,1
CL006012,A20,travel,phone,1,1,1.1,30344.0,19.0,0
CL006013,A12,motor,online,5,1,0.3,3072.32,52.8,1
CL006014,A5,health,online,3,0,0.6,2797.56,24.5,0
CL006015,A23,motor,phone,2,0,9.6,281.13,29.8,0
CL006016,A3,health,broker,1,1,1.2,1720.18,13.2,0
CL006017,A18,motor,online,5,2,14.9,1956.36,31.6,0
CL006018,A28,property,phone,3,1,35.9,3372.05,27.1,0
CL006019,A29,motor,phone,3,0,8.0,6503.85,20.6,0
CL006020,A28,property,online,3,3,2.3,2724.86,26.1,0
CL006021,A7,property,online,5,1,10.4,2638.04,49.2,1
CL006022,A2,motor,online,2,2,0.7,2810.69,21.2,0
CL006023,A9,motor,broker,4,2,13.4,1336.17,26.8,0
CL006024,A18,health,broker,5,0,15.1,1851.01,41.6,0
CL006025,A12,motor,phone,5,0,2.0,5162.14,28.2,0
CL006026,A24,health,phone,5,1,14.8,2088.76,29.9,0
CL006027,A23,motor,broker,4,0,15.8,1957.65,28.6,0
CL006028,A25,property,phone,4,0,5.5,2031.74,48.1,1
CL006029,A18,motor,broker,4,2,0.7,8808.06,33.0,0
CL006030,A28,property,phone,4,1,6.2,3007.42,23.7,0
CL006031,A13,property,online,5,0,2.2,2294.36,27.8,0
CL006032,A7,health,online,2,0,12.0,9417.11,31.4,0
CL006033,A23,travel,broker,1,0,2.0,528.62,15.5,0
CL006034,A25,travel,phone,2,0,3.6,2024.08,16.4,0
CL006035,A1,motor,broker,4,1,7.7,6770.26,23.7,0
CL006036,A16,motor,broker,2,0,10.2,351.22,23.1,0
CL006037,A27,health,online,5,0,9.5,4540.39,29.8,0
CL006038,A18,motor,broker,5,0,7.1,6206.08,28.6,0
CL006039,A10,property,phone,1,1,4.9,1026.4,11.3,0
CL006040,A16,health,phone,2,0,11.9,2559.06,18.7,0
CL006041,A6,motor,broker,4,0,0.7,2474.32,22.9,0
CL006042,A25,property,online,2,2,0.8,5149.59,24.4,0
CL006043,A27,motor,broker,3,0,3.9,2500.42,24.4,0
CL006044,A4,property,online,2,1,2.6,2096.63,17.9,0
CL006045,A15,motor,online,5,2,6.5,2020.63,30.5,0
CL006046,A15,property,online,2,1,17.7,2596.16,25.1,0
CL006047,A6,travel,online,5,0,10.0,5514.65,52.1,1
CL006048,A6,health,online,5,0,12.6,2952.74,33.9,0
CL006049,A21,motor,phone,2,2,3.7,877.85,19.2,0
CL006050,A28,property,broker,4,0,3.4,1016.89,27.7,0
CL006051,A23,health,online,5,0,10.0,5418.23,33.2,0
CL006052,A15,motor,broker,3,1,24.3,3008.85,31.8,0
CL006053,A24,motor,online,1,0,5.2,655.77,23.9,0
CL006054,A26,health,phone,4,0,7.8,2078.24,27.4,0
CL006055,A8,motor,broker,1,1,11.7,1405.18,21.7,0
CL006056,A13,property,online,1,2,10.7,1192.31,15.3,0
CL006057,A26,motor,phone,4,0,15.8,642.19,28.3,0
CL006058,A0,motor,phone,4,2,14.5,3081.79,24.9,0
CL006059,A15,motor,phone,1,0,0.9,607.89,13.0,0
CL006060,A14,motor,phone,5,0,5.6,1537.79,26.9,0
CL006061,A26,motor,phone,3,1,16.9,1196.77,24.6,0
CL006062,A23,health,phone,3,0,3.5,883.0,19.6,0
CL006063,A7,motor,online,2,2,7.5,1741.25,22.9,0
CL006064,A12,health,phone,4,0,5.0,754.8,23.5,0
CL006065,A26,property,phone,1,1,25.1,2310.6,17.1,0
CL006066,A3,motor,phone,5,0,14.5,5748.13,48.7,0
CL006067,A19,property,phone,2,2,4.8,5251.97,16.5,0
CL006068,A25,motor,phone,5,0,21.8,3124.11,43.2,0
CL006069,A5,health,online,2,0,0.4,875.07,40.6,1
CL006070,A17,motor,phone,3,0,1.5,1775.16,27.3,0
CL006071,A9,health,online,1,1,6.2,8595.23,12.3,0
CL006072,A22,travel,online,5,0,7.3,4848.93,33.1,0
CL006073,A20,health,phone,3,1,2.8,1780.62,20.1,0
CL006074,A8,motor,online,1,1,9.5,2336.09,14.7,0
CL006075,A17,property,online,3,0,14.6,1110.67,23.7,0
CL006076,A23,health,online,1,1,9.0,1291.18,12.3,0
CL006077,A15,motor,online,3,2,9.7,2741.14,30.4,0
CL006078,A26,motor,online,3,0,5.0,3026.35,38.3,0
CL006079,A8,motor,online,4,0,1.9,3170.44,29.6,0
CL006080,A13,property,online,4,0,5.4,2648.14,23.8,0
CL006081,A7,motor,online,2,3,5.4,1797.91,20.0,0
CL006082,A16,health,phone,5,2,17.4,3354.76,38.1,0
CL006083,A11,health,broker,4,2,13.0,650.51,48.3,1
CL006084,A12,property,broker,3,0,2.3,2689.27,23.7,0
CL006085,A11,motor,online,3,0,9.1,4437.92,23.9,0
CL006086,A16,motor,phone,4,1,9.2,5353.94,32.8,0
CL006087,A15,health,phone,5,2,12.0,6412.54,50.7,1
CL006088,A1,health,broker,2,0,3.0,4465.88,17.6,0
CL006089,A7,motor,phone,5,0,18.2,2348.7,29.7,0
CL006090,A21,health,broker,4,0,12.5,831.07,27.9,0
CL006091,A27,motor,online,5,0,1.1,1713.42,55.7,1
CL006092,A6,health,phone,2,1,3.2,1762.99,16.9,0
CL006093,A9,motor,phone,4,0,3.0,6119.8,33.6,0
CL006094,A20,motor,phone,3,1,7.3,3566.91,27.1,0
CL006095,A14,health,online,5,0,6.5,1828.66,31.0,0
CL006096,A27,motor,phone,4,1,3.2,574.09,27.9,0
CL006097,A19,property,broker,4,0,3.7,10598.66,24.5,0
CL006098,A28,health,online,2,2,7.7,1270.63,20.9,0
CL006099,A15,health,online,3,1,5.5,1836.92,20.5,0
CL006100,A12,property,online,4,1,7.7,1356.96,51.8,1
CL006101,A23,motor,broker,5,1,3.0,4141.91,49.3,1
CL006102,A20,property,phone,5,0,8.0,1745.56,49.4,1
CL006103,A23,motor,broker,3,1,16.0,2515.46,26.5,0
CL006104,A4,property,broker,4,0,11.7,4161.89,50.7,1
CL006105,A28,health,phone,3,1,1.3,2139.61,22.7,0
CL006106,A6,travel,broker,2,0,2.7,874.04,23.0,0
CL006107,A6,motor,phone,1,0,1.5,1774.51,13.9,0
CL006108,A7,health,online,5,0,2.9,4366.12,33.4,0
CL006109,A24,travel,online,2,1,3.6,1122.91,16.1,0
CL006110,A7,motor,broker,5,0,11.5,2600.93,29.0,0
CL006111,A19,health,online,4,0,10.0,1527.8,48.4,1
CL006112,A12,motor,phone,1,0,14.0,1451.31,18.8,0
CL006113,A26,motor,phone,1,0,1.6,479.06,17.6,0
CL006114,A26,motor,online,3,1,14.2,591.63,25.9,0
CL006115,A19,property,broker,4,2,9.2,2964.83,26.2,0
CL006116,A21,property,phone,2,0,5.0,2805.33,14.7,0
CL006117,A14,motor,online,2,0,11.0,473.53,16.9,0
CL006118,A24,motor,phone,1,0,5.9,1755.13,15.5,0
CL006119,A11,health,phone,3,0,2.5,1777.91,24.2,0
CL006120,A16,motor,broker,4,2,5.7,2737.06,31.7,0
CL006121,A2,property,phone,1,2,6.1,1880.25,15.6,0
CL006122,A18,travel,broker,2,0,1.0,5238.4,14.5,0
CL006123,A8,property,phone,4,1,1.4,6749.83,24.2,0
CL006124,A11,motor,online,2,0,2.1,1132.15,15.8,0
CL006125,A11,health,phone,5,1,9.3,1494.22,60.3,1
CL006126,A11,motor,phone,1,2,14.8,1820.48,14.4,0
CL006127,A5,travel,online,1,0,14.0,2188.01,39.6,1
CL006128,A13,travel,broker,2,0,11.2,5131.12,17.4,0
CL006129,A6,motor,broker,5,2,2.5,706.53,30.1,0
CL006130,A25,property,online,3,1,10.3,1461.58,44.5,1
CL006131,A27,health,phone,2,2,4.1,10140.7,19.5,0
CL006132,A4,motor,broker,2,0,14.6,550.68,26.6,0
CL006133,A12,motor,phone,2,1,15.2,1414.2,20.7,0
CL006134,A3,motor,phone,2,2,18.2,1266.14,19.9,0
CL006135,A2,health,online,5,4,6.8,1268.73,36.5,0
CL006136,A18,motor,online,4,1,4.7,2783.21,32.6,0
CL006137,A27,health,phone,1,0,7.5,2660.1,14.7,0
CL006138,A12,motor,phone,1,0,5.4,2977.3,15.4,0
CL006139,A22,travel,phone,1,2,1.1,1783.13,38.4,1
CL006140,A15,motor,online,4,1,8.1,2018.95,26.8,0
CL006141,A28,motor,broker,2,0,6.4,569.21,15.1,0
CL006142,A22,property,phone,2,2,6.4,2372.65,38.2,1
CL006143,A11,property,phone,4,2,4.7,3830.26,29.6,0
CL006144,A15,property,online,5,0,15.3,1980.25,33.1,0
CL006145,A23,motor,online,4,0,17.9,10253.73,27.1,0
CL006146,A28,motor,phone,5,0,4.1,1915.29,52.5,0
CL006147,A9,motor,phone,3,1,9.2,1331.88,23.1,0
CL006148,A4,motor,online,3,0,1.5,4174.29,24.9,0
CL006149,A7,health,phone,3,0,16.9,4423.64,49.7,1
CL006150,A11,health,online,5,2,27.9,7182.35,64.6,1
CL006151,A0,property,phone,3,3,5.7,2979.9,19.1,0
CL006152,A19,health,phone,5,1,4.0,1193.32,28.5,0
CL006153,A1,property,phone,5,0,7.6,8463.76,33.9,0
CL006154,A18,motor,online,2,0,19.3,1765.65,44.5,1
CL006155,A0,property,online,1,1,19.8,5262.82,36.9,1
CL006156,A21,motor,broker,5,0,6.3,3308.57,49.1,1
CL006157,A20,property,online,1,0,16.6,18917.75,18.4,0
CL006158,A10,health,phone,1,3,12.3,335.04,34.0,1
CL006159,A24,health,phone,3,0,9.7,6128.41,26.9,0
CL006160,A28,motor,online,3,0,0.5,4281.72,23.8,0
CL006161,A8,property,broker,5,3,5.9,3617.13,64.3,1
CL006162,A14,health,online,2,1,18.6,461.42,28.6,0
CL006163,A18,health,phone,5,0,10.1,2037.71,56.3,1
CL006164,A8,motor,online,3,1,3.7,2179.57,39.8,1
CL006165,A28,motor,broker,4,3,2.4,15351.43,24.7,0
CL006166,A2,health,online,4,1,2.3,2036.03,27.9,0
CL006167,A29,health,online,2,2,6.0,1978.19,26.4,0
CL006168,A23,travel,online,2,1,26.7,7019.27,22.9,0
CL006169,A7,motor,online,5,2,11.2,3003.1,40.5,0
CL006170,A24,travel,online,1,0,14.7,761.77,18.0,0
CL006171,A29,motor,phone,2,1,6.4,11999.98,20.3,0
CL006172,A2,property,broker,4,0,1.5,6773.8,50.7,1
CL006173,A6,motor,online,2,3,6.3,5626.23,21.8,0
CL006174,A10,motor,broker,4,1,6.7,2391.03,44.3,1
CL006175,A29,travel,online,3,2,6.3,7320.64,22.2,0
CL006176,A3,travel,online,2,0,5.1,2833.99,20.4,0
CL006177,A29,property,online,3,0,9.1,279.49,25.9,0
CL006178,A1,motor,phone,5,0,2.0,2464.28,58.7,1
CL006179,A18,property,phone,4,0,3.7,1109.48,25.6,0
CL006180,A28,motor,online,4,0,17.3,3424.1,27.1,0
CL006181,A18,motor,online,2,2,7.1,3441.36,22.0,0
CL006182,A6,health,online,3,1,0.7,757.56,40.3,1
CL006183,A16,motor,online,4,1,0.1,1711.75,26.7,0
CL006184,A12,property,phone,5,0,12.8,1092.11,37.5,0
CL006185,A17,motor,online,4,0,9.0,4601.91,40.1,0
CL006186,A26,motor,online,4,0,2.8,2064.37,30.9,0
CL006187,A28,motor,online,3,0,1.4,1049.58,22.7,0
CL006188,A26,motor,broker,5,1,5.5,390.83,50.4,1
CL006189,A14,motor,online,3,1,11.0,1586.58,38.2,0
CL006190,A3,property,phone,4,2,7.8,380.63,28.3,0
CL006191,A21,health,phone,3,0,30.8,5061.99,27.3,0
CL006192,A27,motor,broker,1,0,11.1,615.53,13.7,0
CL006193,A1,travel,broker,1,0,11.9,692.92,18.1,0
CL006194,A4,motor,broker,5,1,20.9,795.16,55.0,1
CL006195,A3,motor,broker,3,0,20.1,341.39,26.1,0
CL006196,A28,motor,online,4,1,0.9,4655.98,49.3,1
CL006197,A11,travel,broker,5,2,17.7,2052.86,32.1,0
CL006198,A18,motor,broker,2,0,12.1,3888.18,18.7,0
CL006199,A27,health,phone,2,0,7.9,1886.1,26.3,0
CL006200,A28,motor,online,1,1,1.4,914.9,22.2,0
CL006201,A24,motor,phone,1,1,18.3,2406.92,15.8,0
CL006202,A26,health,online,3,1,1.2,6248.21,30.9,0
CL006203,A19,motor,broker,4,1,27.4,1434.27,33.9,0
CL006204,A18,motor,broker,4,1,4.3,8958.82,26.2,0
CL006205,A8,motor,online,5,3,4.1,483.27,31.5,0
CL006206,A29,motor,phone,4,1,1.0,2729.8,24.0,0
CL006207,A2,property,online,3,0,13.3,1716.38,26.7,0
CL006208,A23,property,online,2,1,3.8,608.13,28.1,0
CL006209,A20,travel,phone,4,0,23.3,17592.09,59.9,1
CL006210,A8,motor,phone,4,0,7.1,2991.11,25.3,0
CL006211,A17,health,phone,4,1,7.9,3799.73,27.7,0
CL006212,A0,motor,phone,1,1,3.0,2318.37,11.7,0
CL006213,A22,motor,online,4,0,15.9,3264.18,31.3,0
CL006214,A14,health,broker,2,1,16.1,5293.07,49.0,1
CL006215,A28,motor,online,1,0,15.9,2608.91,26.2,0
CL006216,A10,health,online,5,0,6.5,4831.77,35.1,0
CL006217,A1,motor,online,1,1,11.6,420.33,12.8,0
CL006218,A17,health,online,1,0,2.9,3122.98,12.2,0
CL006219,A22,health,phone,5,1,14.7,808.42,36.9,0
CL006220,A27,health,online,2,3,0.6,2295.57,22.6,0
CL006221,A19,property,phone,3,0,8.6,1048.09,22.5,0
CL006222,A15,property,phone,2,1,0.4,6607.37,18.8,0
CL006223,A25,property,online,4,0,10.7,11826.63,44.7,1
CL006224,A10,property,phone,1,0,14.4,388.99,15.5,0
CL006225,A4,motor,online,4,1,6.2,3187.08,34.4,0
CL006226,A15,property,online,5,0,12.0,1667.06,38.0,0
CL006227,A4,motor,broker,4,2,12.4,2069.02,53.1,1
CL006228,A22,motor,online,1,0,4.2,189.4,13.7,0
CL006229,A24,property,phone,3,1,6.0,882.87,42.1,1
CL006230,A6,property,online,1,1,4.5,5212.18,16.9,0
CL006231,A25,property,broker,1,0,3.8,1032.23,11.1,0
CL006232,A20,property,phone,3,2,23.5,2154.97,27.9,0
CL006233,A16,motor,phone,3,0,11.1,803.83,25.9,0
CL006234,A11,health,online,1,3,3.2,802.12,11.2,0
CL006235,A2,motor,online,2,1,2.0,2067.07,15.9,0
CL006236,A28,health,online,3,0,50.8,6888.18,32.0,0
CL006237,A2,property,broker,3,0,28.9,1035.64,35.7,0
CL006238,A20,property,phone,4,1,8.4,425.85,35.6,0
CL006239,A15,motor,broker,2,0,18.6,889.69,19.8,0
CL006240,A24,health,online,5,0,12.7,9668.52,35.2,0
CL006241,A5,motor,online,5,0,10.7,2983.55,30.0,0
CL006242,A27,health,online,2,1,11.6,833.49,23.0,0
CL006243,A14,motor,broker,1,0,4.6,1966.44,35.5,1
CL006244,A5,motor,online,2,1,10.2,2885.95,20.9,0
CL006245,A21,health,online,2,0,9.8,2163.03,51.6,1
CL006246,A22,property,phone,5,0,6.8,2767.96,32.2,0
CL006247,A2,property,phone,2,0,12.6,11587.2,23.3,0
CL006248,A27,health,online,5,0,2.8,4802.29,31.8,0
CL006249,A10,property,broker,4,0,7.0,9552.44,24.5,0
CL006250,A3,motor,phone,2,2,0.9,708.23,19.2,0
CL006251,A14,health,online,3,1,20.1,4588.03,26.4,0
CL006252,A17,property,online,3,0,3.0,1409.37,27.5,0
CL006253,A5,motor,phone,4,2,5.8,738.6,24.0,0
CL006254,A12,travel,broker,4,0,6.9,1845.25,56.6,1
CL006255,A24,property,online,4,0,21.1,1023.58,27.4,0
CL006256,A5,motor,online,4,1,11.1,1022.81,25.7,0
CL006257,A26,travel,phone,2,0,21.6,578.65,19.7,0
CL006258,A5,motor,online,3,0,5.7,4354.67,48.8,1
CL006259,A22,motor,broker,1,4,11.9,862.52,19.2,0
CL006260,A2,property,online,5,2,6.3,2033.53,55.1,1
CL006261,A29,motor,phone,3,1,6.5,845.16,19.9,0
CL006262,A16,health,phone,1,3,7.8,1370.05,20.3,0
CL006263,A17,motor,online,2,1,0.9,1274.06,69.7,1
CL006264,A9,property,phone,3,0,5.6,1992.35,27.1,0
CL006265,A28,property,phone,3,1,18.9,2955.97,23.6,0
CL006266,A2,health,phone,2,3,13.5,114487.25,21.1,0
CL006267,A10,travel,online,4,1,15.2,16651.54,46.3,1
CL006268,A26,motor,online,2,1,9.2,2359.76,29.6,0
CL006269,A19,property,broker,2,1,9.3,588.34,28.4,0
CL006270,A15,motor,online,2,2,1.4,3859.22,19.5,0
CL006271,A5,motor,online,3,0,10.2,430.31,26.1,0
CL006272,A11,property,online,1,0,14.9,1673.08,23.3,0
CL006273,A27,health,phone,2,0,9.7,864.05,28.9,0
CL006274,A23,health,broker,2,1,6.3,429.58,20.4,0
CL006275,A18,property,phone,3,1,7.2,866.45,20.8,0
CL006276,A10,travel,phone,5,0,23.8,4161.14,41.3,0
CL006277,A22,property,phone,1,0,2.3,4312.97,23.9,0
